timestamp,season,holiday,weather,temperature,working_hours,E_PV,E_wind,E_storage_discharge,E_grid,ESCFR,ESCFG,v_wind,wind_direction
2024/1/12 04:17,winter,no,snowy,-5.8,15.56,0,0,10885,0,0,885,7.200096326,177.8116305
2024/1/12 09:34,winter,no,sunny,-5.4,33.33,951.66,31652.38,23833.86,36802.1,1959.54,11900.45,7.064618332,181.1837777
2024/1/12 16:48,winter,no,sunny,-3.4,48,1041.44,12114.91,15613.65,0,15001.77,0,7.053652628,186.2491642
2024/1/12 23:57,winter,no,cloudy,-1.9,26.67,0,25095.46,19347.11,30177.43,1294.57,8062.54,7.166766375,177.8535935
2024/1/13 01:03,winter,no,sunny,-4.7,15.56,521.44,11911.02,10510.47,9712.07,3770.38,0,7.200096326,177.8116305
2024/1/13 04:17,winter,no,cloudy,-4.2,36.59,0,27711.13,24636.67,22360.4,9735.66,4901,7.083684711,181.7346646
2024/1/13 09:34,winter,no,cloudy,-4.8,14,0,13961.8,11834.77,21633.43,0,1834.77,7.147355765,180.9575511
2024/1/13 16:48,winter,no,cloudy,-3.4,15.56,0,12048.97,10565.04,10040.98,3632.43,0,7.200096326,177.8116305
2024/1/13 23:57,winter,no,sunny,-3.5,24,521.44,24334.93,23351.95,45675.68,0,13351.95,7.152290173,177.2606736
2024/1/14 01:03,winter,no,sunny,-2.7,24,522.19,20100,16604.1,19295.71,4202.93,2401.17,7.152290173,177.2606736
2024/1/14 04:17,winter,no,cloudy,-4.9,24,0,20232.38,16640.99,19648.64,4070.55,2570.44,7.152290173,177.2606736
2024/1/14 09:34,winter,no,sunny,-4.5,17.07,522.19,12896.07,11432.6,9999.34,4420.39,0,7.153882719,178.7768927
2024/1/14 16:48,winter,no,cloudy,-4,26.67,0,14481.38,16876.02,5952.6,7774.15,0,7.166766375,177.8535935
2024/1/14 23:57,winter,no,cloudy,-0.6,34.29,0,35070.69,30373.59,57170.72,0,20373.59,7.094390891,181.7901769
2024/1/15 01:03,winter,no,sunny,-5.4,24,522.96,20099.81,16604.03,19295.19,4203.11,2400.92,7.152290173,177.2606736
2024/1/15 04:17,winter,no,snowy,-3.8,15.56,0,0,10885,0,0,885,7.200096326,177.8116305
2024/1/15 09:34,winter,no,snowy,-3.5,26.67,0,0,26650,10660,0,16650,7.166766375,177.8535935
2024/1/15 16:48,winter,no,cloudy,-4.8,26.67,0,26400.03,23275.5,43599.47,0,13275.5,7.166766375,177.8535935
2024/1/15 23:57,winter,no,sunny,-4.6,26.67,530.93,24980.08,19317.91,29791.07,1409.95,7918.91,7.166766375,177.8535935
2024/1/16 01:03,winter,no,sunny,-6.4,48,1047.52,10203.59,12723.9,0,12477.02,0,7.053652628,186.2491642
2024/1/16 04:17,winter,no,cloudy,-8,34.29,0,35070.69,29503,54958.81,0,19503,7.094390891,181.7901769
2024/1/16 09:34,winter,no,cloudy,-7.8,15.56,0,8721.63,9598.87,3449.5,4569.53,0,7.200096326,177.8116305
2024/1/16 16:48,winter,no,sunny,-2.6,24,523.76,24334.93,19986.62,36584.69,0,9986.62,7.152290173,177.2606736
2024/1/16 23:57,winter,no,cloudy,-2.2,15.56,0,14966.76,11285.3,17287.94,749.64,535.66,7.200096326,177.8116305
2024/1/17 01:03,winter,no,snowy,-4.5,60,0,0,35970,0,0,25970,7.077260482,182.9466793
2024/1/17 04:17,winter,no,snowy,-6.8,29.27,0,0,29250,30537,0,19250,7.139341546,178.2608007
2024/1/17 09:34,winter,no,cloudy,-7.9,15.56,0,8721.63,9598.87,3449.5,4569.53,0,7.200096326,177.8116305
2024/1/17 16:48,winter,no,snowy,-3,26.67,0,0,26650,47970,0,16650,7.166766375,177.8535935
2024/1/17 23:57,winter,no,sunny,-2.7,26.67,532.83,24979.7,19317.76,29789.71,1410.34,7918.39,7.166766375,177.8535935
2024/1/18 01:03,winter,no,snowy,-6.4,28,0,0,11180,0,0,1180,7.137950212,178.9078196
2024/1/18 04:17,winter,no,cloudy,-3,29.27,0,29753.97,29071.2,57472.83,0,19071.2,7.139341546,178.2608007
2024/1/18 09:34,winter,no,sunny,-3.2,28,578.96,4740.07,5860.98,0,5843.37,0,7.137950212,178.9078196
2024/1/18 16:48,winter,no,sunny,-2.5,60,1575.91,10334.39,12069.69,0,12069.69,0,7.077260482,182.9466793
2024/1/18 23:57,winter,no,cloudy,-4.9,28,0,9361.35,12998.65,0,9242.8,0,7.137950212,178.9078196
2024/1/19 01:03,winter,no,sunny,-3.8,24,526.32,16449.89,15800.22,11291.56,6746.38,0,7.152290173,177.2606736
2024/1/19 04:17,winter,no,snowy,-4.9,36.59,0,0,36550,38158.2,0,26550,7.083684711,181.7346646
2024/1/19 09:34,winter,no,snowy,-4.8,14,0,0,13950,26226,0,3950,7.147355765,180.9575511
2024/1/19 16:48,winter,no,snowy,-2.5,26.67,0,0,26650,47970,0,16650,7.166766375,177.8535935
2024/1/19 23:57,winter,no,sunny,-3.2,28,580.18,5882.69,7512.13,0,7308.03,0,7.137950212,178.9078196
2024/1/20 01:03,winter,no,snowy,-5.4,15.56,0,0,15550,6220,0,5550,7.200096326,177.8116305
2024/1/20 04:17,winter,no,snowy,-4.4,36.59,0,0,36550,61696.4,0,26550,7.083684711,181.7346646
2024/1/20 09:34,winter,no,sunny,-5.8,26.67,535.97,14308.43,16825.14,5640.46,7812.29,0,7.166766375,177.8535935
2024/1/20 16:48,winter,no,cloudy,-1.8,26.67,0,20092.52,18339.32,17533.16,6262.51,2121.81,7.166766375,177.8535935
2024/1/20 23:57,winter,no,sunny,0,34.29,1011.79,35070.69,29213.98,54236.03,0,19213.98,7.094390891,181.7901769
2024/1/1 01:07,winter,yes,cloudy,-5.2,0,0,0,0,0,0,0,7.137950212,178.9078196
2024/1/1 03:21,winter,yes,sunny,-7.9,0,0,0,0,0,0,0,7.112075993,182.0078004
2024/1/1 05:42,winter,yes,cloudy,-7,0,0,0,0,0,0,0,7.166766375,177.8535935
2024/1/1 07:55,winter,yes,sunny,-4.4,0,0,0,0,0,0,0,7.200096326,177.8116305
2024/1/1 10:13,winter,yes,sunny,-3.5,0,0,0,0,0,0,0,7.176534564,180.4899128
2024/1/1 14:36,winter,yes,cloudy,-0.5,0,0,0,0,0,0,0,7.139341546,178.2608007
2024/1/1 19:49,winter,yes,cloudy,-2.5,0,0,0,0,0,0,0,7.166766375,177.8535935
2024/1/1 22:58,winter,yes,sunny,0.2,0,0,0,0,0,0,0,7.200096326,177.8116305
2024/1/2 01:07,winter,no,snowy,-5.4,33.33,0,0,33300,59940,0,23300,7.064618332,181.1837777
2024/1/2 03:21,winter,no,snowy,-4.3,14,0,0,13950,33480,0,3950,7.147355765,180.9575511
2024/1/2 05:42,winter,no,sunny,-3.3,33.33,942.98,17950.23,20927.31,6799.48,10006.2,1021.1,7.064618332,181.1837777
2024/1/2 07:55,winter,no,snowy,-7.4,15.56,0,0,10885,0,0,885,7.200096326,177.8116305
2024/1/2 10:13,winter,no,cloudy,-6.9,33.33,0,9975.61,13334.39,0,11426.88,0,7.064618332,181.1837777
2024/1/2 14:36,winter,no,snowy,-3,15.56,0,0,15550,17105,0,5550,7.200096326,177.8116305
2024/1/2 19:49,winter,no,cloudy,-4.8,33.33,0,31897.35,23870.8,37471.85,1714.57,12176.23,7.064618332,181.1837777
2024/1/2 22:58,winter,no,sunny,-4.7,15.56,515.15,15726.4,13454.1,24729.35,0,3454.1,7.200096326,177.8116305
2024/1/3 01:07,winter,no,sunny,-6.6,15.56,515.57,8554.54,9548.99,3150.9,4605.86,0,7.200096326,177.8116305
2024/1/3 03:21,winter,no,sunny,-5.2,26.67,522.28,24981.89,19318.59,29797.24,1408.14,7921.32,7.166766375,177.8535935
2024/1/3 05:42,winter,no,snowy,-4.4,15.56,0,0,15550,38875,0,5550,7.200096326,177.8116305
2024/1/3 07:55,winter,no,cloudy,-5.6,26.67,0,7891.67,10763.33,0,9055.24,0,7.166766375,177.8535935
2024/1/3 10:13,winter,no,cloudy,-7.1,28,0,8310.64,11254.36,0,9457.85,0,7.137950212,178.9078196
2024/1/3 14:36,winter,no,cloudy,-3.7,15.56,0,4672.05,6212.95,0,5509.35,0,7.200096326,177.8116305
2024/1/3 19:49,winter,no,sunny,-4.6,26.67,522.28,14312.87,16826.14,5648.71,7810.94,0,7.166766375,177.8535935
2024/1/3 22:58,winter,no,cloudy,-0.8,15.56,0,12048.97,10565.04,10040.98,3632.43,0,7.200096326,177.8116305
2024/1/4 01:07,winter,no,sunny,-2.5,36.59,1032.05,37494.6,29557.3,53700.65,0,19557.3,7.083684711,181.7346646
2024/1/4 03:21,winter,no,cloudy,-3.6,20,0,20822.41,17242.93,31560.16,0,7242.93,7.176534564,180.4899128
2024/1/4 05:42,winter,no,sunny,-5,14,516.03,11563.76,9738.39,11103.83,2366.04,0,7.147355765,180.9575511
2024/1/4 07:55,winter,no,cloudy,-5.8,14,0,11694.64,9774.76,11452.61,2235.16,0,7.147355765,180.9575511
2024/1/4 10:13,winter,no,cloudy,-6.1,26.67,0,14481.38,16876.02,5952.6,7774.15,0,7.166766375,177.8535935
2024/1/4 14:36,winter,no,cloudy,0.5,36.59,0,27711.13,24636.67,22360.4,9735.66,4901,7.083684711,181.7346646
2024/1/4 19:49,winter,no,sunny,-3,33.33,944.34,17949.78,20927.19,6798.68,10006.3,1020.89,7.064618332,181.1837777
2024/1/4 22:58,winter,no,snowy,-3.1,26.67,0,0,26650,10660,0,16650,7.166766375,177.8535935
2024/1/5 01:07,winter,no,sunny,-3.6,33.33,945.1,17949.53,20927.13,6798.24,10006.35,1020.78,7.064618332,181.1837777
2024/1/5 03:21,winter,no,sunny,-5.6,26.67,523.37,14312.52,16826.06,5648.05,7811.03,0,7.166766375,177.8535935
2024/1/5 05:42,winter,no,sunny,-3.2,14,516.51,13961.8,13573.05,26632.64,0,3573.05,7.147355765,180.9575511
2024/1/5 07:55,winter,no,sunny,-5.9,24,516.51,20101.38,16604.58,19299.53,4201.55,2403.03,7.152290173,177.2606736
2024/1/5 10:13,winter,no,cloudy,-7.6,29.27,0,22069.44,19800.09,17917.48,7636.73,2235.27,7.139341546,178.2608007
2024/1/5 14:36,winter,no,sunny,-2.7,48,1033.02,15775.76,21551.22,0,16087.12,0,7.053652628,186.2491642
2024/1/5 19:49,winter,no,cloudy,-0.5,28,0,10388.22,14766.78,0,9037.69,0,7.137950212,178.9078196
2024/1/5 22:58,winter,no,sunny,-3.5,26.67,523.37,7686.78,10444.85,0,9086.16,0,7.166766375,177.8535935
2024/1/6 01:07,winter,no,sunny,-2.2,60,1550.94,22237.99,30166.07,0,20395.33,0,7.077260482,182.9466793
2024/1/6 03:21,winter,no,cloudy,-3.7,28,0,10388.22,14766.78,0,9037.69,0,7.137950212,178.9078196
2024/1/6 05:42,winter,no,cloudy,-3.8,26.67,0,25095.46,19347.11,30177.43,1294.57,8062.54,7.166766375,177.8535935
2024/1/6 07:55,winter,no,cloudy,-7.6,26.67,0,25095.46,19347.11,30177.43,1294.57,8062.54,7.166766375,177.8535935
2024/1/6 10:13,winter,no,sunny,-2.1,28,567.36,5887.5,7520.14,0,7313.54,0,7.137950212,178.9078196
2024/1/6 14:36,winter,no,snowy,-3.7,30,0,0,29950,56306,0,19950,7.100980819,180.3568245
2024/1/6 19:49,winter,no,sunny,-4.2,34.29,994.93,35070.69,29218.51,54248.37,0,19218.51,7.094390891,181.7901769
2024/1/6 22:58,winter,no,cloudy,-2.2,28,0,9361.35,12998.65,0,9242.8,0,7.137950212,178.9078196
2024/1/7 01:07,winter,no,snowy,-6.5,15.56,0,0,15550,27990,0,5550,7.200096326,177.8116305
2024/1/7 03:21,winter,no,cloudy,-4.7,30,0,30354.8,25135.5,46339.7,0,15135.5,7.100980819,180.3568245
2024/1/7 05:42,winter,no,snowy,-4.3,15.56,0,0,15550,17105,0,5550,7.200096326,177.8116305
2024/1/7 07:55,winter,no,snowy,-5.8,29.27,0,0,29250,68211,0,19250,7.139341546,178.2608007
2024/1/7 10:13,winter,no,sunny,-2.3,26.67,524.6,7686.34,10444.06,0,9085.5,0,7.166766375,177.8535935
2024/1/7 14:36,winter,no,snowy,-3.2,15.56,0,0,10885,0,0,885,7.200096326,177.8116305
2024/1/7 19:49,winter,no,sunny,-3.5,48,1035.13,17534.27,24585.6,0,15783.29,0,7.053652628,186.2491642
2024/1/7 22:58,winter,no,cloudy,-1.1,17.07,0,16078.07,12201.45,17550.88,1304.19,897.26,7.153882719,178.7768927
2024/1/8 01:07,winter,no,sunny,-4,17.07,518.13,12897.13,11432.97,10001.96,4419.61,0,7.153882719,178.7768927
2024/1/8 03:21,winter,no,cloudy,-6,28,0,4981.79,6198.21,0,6178.21,0,7.137950212,178.9078196
2024/1/8 05:42,winter,no,cloudy,-4.6,24,0,24334.93,23465.88,46083.2,0,13465.88,7.152290173,177.2606736
2024/1/8 07:55,winter,no,sunny,-2.9,36.59,1036.27,37494.6,36046.54,70745.4,0,26046.54,7.083684711,181.7346646
2024/1/8 10:13,winter,no,cloudy,-4.1,29.27,0,29753.97,29071.2,57472.83,0,19071.2,7.139341546,178.2608007
2024/1/8 14:36,winter,no,cloudy,-1,30,0,29434.68,21544.43,35276.89,914.12,10630.31,7.100980819,180.3568245
2024/1/8 19:49,winter,no,cloudy,-4.7,30,0,20669.11,19879.52,14559.37,8404.17,1475.35,7.100980819,180.3568245
2024/1/8 22:58,winter,no,sunny,-4.3,26.67,525.27,26400.03,23143.09,43206.61,0,13143.09,7.166766375,177.8535935
2024/1/9 01:07,winter,no,sunny,-2.9,24,518.73,23493.47,17197.53,27766.26,835.45,6362.08,7.152290173,177.2606736
2024/1/9 03:21,winter,no,sunny,-3,60,1556.03,12851.12,15567.84,0,15567.84,0,7.077260482,182.9466793
2024/1/9 05:42,winter,no,cloudy,-3,26.67,0,14481.38,16876.02,5952.6,7774.15,0,7.166766375,177.8535935
2024/1/9 07:55,winter,no,cloudy,-2.4,14,0,13961.8,11834.77,21633.43,0,1834.77,7.147355765,180.9575511
2024/1/9 10:13,winter,no,sunny,-6.9,15.56,518.73,8553.51,9548.71,3149.04,4606.11,0,7.200096326,177.8116305
2024/1/9 14:36,winter,no,sunny,-1.6,33.33,948.56,17948.39,20926.83,6796.21,10006.59,1020.24,7.064618332,181.1837777
2024/1/9 19:49,winter,no,snowy,0.9,15.56,0,0,15550,6220,0,5550,7.200096326,177.8116305
2024/1/9 22:58,winter,no,cloudy,-1.4,26.67,0,14481.38,16876.02,5952.6,7774.15,0,7.166766375,177.8535935
2024/1/10 01:07,winter,no,sunny,-5,15.56,519.36,4467.57,5898.07,0,5566.49,0,7.200096326,177.8116305
2024/1/10 03:21,winter,no,cloudy,-4.6,36.59,0,27711.13,24636.67,22360.4,9735.66,4901,7.083684711,181.7346646
2024/1/10 05:42,winter,no,cloudy,-4.7,48,0,17929.05,25225.95,0,15701.99,0,7.053652628,186.2491642
2024/1/10 07:55,winter,no,cloudy,-5.6,33.33,0,33621.92,28875.5,54052.59,0,18875.5,7.064618332,181.1837777
2024/1/10 10:13,winter,no,sunny,-4.6,14,519.36,13450.21,10170.25,16036.18,505.59,0,7.147355765,180.9575511
2024/1/10 14:36,winter,no,sunny,-1.2,15.56,519.36,4467.57,5898.07,0,5566.49,0,7.200096326,177.8116305
2024/1/10 19:49,winter,no,cloudy,-2,33.33,0,18262.35,21012.5,7345.15,9955.06,1157.44,7.064618332,181.1837777
2024/1/10 22:58,winter,no,snowy,-1.2,48,0,0,33565,0,0,23565,7.053652628,186.2491642
2024/1/11 01:07,winter,no,sunny,-4.8,15.56,520.03,8553.09,9548.6,3148.28,4606.21,0,7.200096326,177.8116305
2024/1/11 03:21,winter,no,snowy,-2.2,24,0,0,23950,32572,0,13950,7.152290173,177.2606736
2024/1/11 05:42,winter,no,sunny,-5.6,29.27,648.42,29753.97,28910.77,56984.84,0,18910.77,7.139341546,178.2608007
2024/1/11 07:55,winter,no,snowy,-4.7,60,0,0,41965,0,0,31965,7.077260482,182.9466793
2024/1/11 10:13,winter,no,sunny,-5.9,15.56,520.03,15726.4,13452.91,24725.67,0,3452.91,7.200096326,177.8116305
2024/1/11 14:36,winter,no,sunny,0.3,26.67,527.48,24980.79,19318.18,29793.55,1409.24,7919.86,7.166766375,177.8535935
2024/1/11 19:49,winter,no,cloudy,-3.3,34.29,0,35070.69,30373.59,57170.72,0,20373.59,7.094390891,181.7901769
2024/1/11 22:58,winter,no,snowy,-0.4,17.07,0,0,17050,17800.2,0,7050,7.153882719,178.7768927
2024/1/12 01:07,winter,no,snowy,-4,15.56,0,0,15550,6220,0,5550,7.200096326,177.8116305
2024/1/12 03:21,winter,no,sunny,-2.6,26.67,528.3,19953.68,18284.22,17198.81,6401.36,1928.79,7.166766375,177.8535935
2024/1/12 05:42,winter,no,cloudy,-7.7,26.67,0,20092.52,18339.32,17533.16,6262.51,2121.81,7.166766375,177.8535935
2024/1/12 07:55,winter,no,sunny,-2.6,33.33,951.66,25150.96,22660.39,21166.99,8425.95,4330.56,7.064618332,181.1837777
2024/1/12 10:13,winter,no,snowy,-7.6,15.56,0,0,15550,17105,0,5550,7.200096326,177.8116305
2024/1/12 14:36,winter,no,snowy,-0.9,17.07,0,0,17050,17800.2,0,7050,7.153882719,178.7768927
2024/1/12 19:49,winter,no,sunny,-3.8,15.56,520.72,4467.07,5897.21,0,5566.6,0,7.200096326,177.8116305
2024/1/12 22:58,winter,no,sunny,-0.6,48,1041.44,13970.74,18552.81,0,16386.82,0,7.053652628,186.2491642
2024/1/13 01:07,winter,no,sunny,-6.5,33.33,952.79,9602.42,12754.79,0,11482.77,0,7.064618332,181.1837777
2024/1/13 03:21,winter,no,snowy,-2.6,26.67,0,0,26650,47970,0,16650,7.166766375,177.8535935
2024/1/13 05:42,winter,no,cloudy,-7.2,30,0,29434.68,21544.43,35276.89,914.12,10630.31,7.100980819,180.3568245
2024/1/13 07:55,winter,no,sunny,-7.9,15.56,521.44,14852.83,11256.84,16908.89,863.57,393.27,7.200096326,177.8116305
2024/1/13 10:13,winter,no,cloudy,-7,14,0,11694.64,9774.76,11452.61,2235.16,0,7.147355765,180.9575511
2024/1/13 14:36,winter,no,cloudy,-2.1,26.67,0,14481.38,16876.02,5952.6,7774.15,0,7.166766375,177.8535935
2024/1/13 19:49,winter,no,sunny,0.5,15.56,521.44,4466.8,5896.76,0,5566.66,0,7.200096326,177.8116305
2024/1/13 22:58,winter,no,sunny,0.4,48,1042.89,10205.44,12726.68,0,12479.8,0,7.053652628,186.2491642
2024/1/14 01:07,winter,no,cloudy,-5.9,48,0,10635.17,13339.83,0,13092.95,0,7.053652628,186.2491642
2024/1/14 03:21,winter,no,cloudy,-5.4,33.33,0,18262.35,21012.5,7345.15,9955.06,1157.44,7.064618332,181.1837777
2024/1/14 05:42,winter,no,snowy,-7.6,14,0,0,13950,11718,0,3950,7.147355765,180.9575511
2024/1/14 07:55,winter,no,cloudy,-2.9,33.33,0,18262.35,21012.5,7345.15,9955.06,1157.44,7.064618332,181.1837777
2024/1/14 10:13,winter,no,sunny,-4.5,15.56,522.19,11910.83,10510.4,9711.58,3770.57,0,7.200096326,177.8116305
2024/1/14 14:36,winter,no,cloudy,-0.5,28,0,4981.79,6198.21,0,6178.21,0,7.137950212,178.9078196
2024/1/14 19:49,winter,no,snowy,-1.5,48,0,0,28770,0,0,18770,7.053652628,186.2491642
2024/1/14 22:58,winter,no,sunny,0.5,26.67,530.03,24980.27,19317.98,29791.72,1409.76,7919.16,7.166766375,177.8535935
2024/1/15 01:07,winter,no,cloudy,-5.2,60,0,15937.56,20032.44,0,20032.44,0,7.077260482,182.9466793
2024/1/15 03:21,winter,no,cloudy,-3.9,15.56,0,12048.97,10565.04,10040.98,3632.43,0,7.200096326,177.8116305
2024/1/15 05:42,winter,no,snowy,-7.8,30,0,0,29950,56306,0,19950,7.100980819,180.3568245
2024/1/15 07:55,winter,no,sunny,-5.8,24,522.96,16450.84,15800.51,11293.69,6746.18,0,7.152290173,177.2606736
2024/1/15 10:13,winter,no,sunny,-6,29.27,652.76,21880.76,19737.97,17515.51,7782.15,2051.58,7.139341546,178.2608007
2024/1/15 14:36,winter,no,sunny,-0.8,60,1568.58,15279.86,19121.56,0,19121.56,0,7.077260482,182.9466793
2024/1/15 19:49,winter,no,cloudy,-1.4,60,0,11029.84,12950.16,0,12950.16,0,7.077260482,182.9466793
2024/1/15 22:58,winter,no,sunny,-2.9,33.33,955.15,25150.06,22660.07,21164.72,8426.86,4329.35,7.064618332,181.1837777
2024/1/16 01:07,winter,no,snowy,-5.8,26.67,0,0,26650,29315,0,16650,7.166766375,177.8535935
